score;app;review;label
1;Gojek;teu guna pisan stiap kali psen gojek lama nunggu udah mah harga mahal mending harga mahal cepet dpet yah ini mah harus nunggu lama smpe ksiangan;1
1;Grab;saya pesan grab plus beberapa x dapat y taxi bb saya ingin y mobil pribadi bkn taxi bb lama lama pindah pakai gojek yg jelas bkn kaya grab mengecewakan sistem grab;1
5;Gojek;pelanggan yang terhormat oleh karna penjemputan goride terutama di jam sibuk blast nya terlalu jauh di mohon para pelanggan bawa motor masing masing dengan harapan pelanggan tidak telat sampai lokasi tujuan;0
1;Gojek;gojek ini seperti nya ingin memeras rakyat indonesia banyak pengeluhan para driver semoge pemerintahan secepat nya melakukan pengecekan kepasar aplikasi gojek;1
4;Gojek;tolong dihimbau utk para pengemudi gocar jgn merokok di dalam mobil karena bau assp rokok msh tertinggal dan itu sangat mengganggu;1
5;Gojek;alhamdulillah mo butuh sesuatu tinggal gojekin aja mereka on time dan baik semoga allah ganti lebih perjuangan mereka mencari nafkah;1
1;Grab;harganya jadi naik 2 lipat ngak seperti biasanya fitur grabbike hemat menghilang secara tiba tiba begitu saja;1
1;Gojek;tolong di perbaiki lagi dengan kondisi yang sekarang banyak driver yang susah makan dan penghasilan turun sampai rela tidur di jalan miris banget denger keluh kesah para driver gojek semoga ada kebijakan dengan kondisi sprti ini tidak manusiawi;1
1;Gojek;tolong fitur pencarian drivernya segera diperbaiki setiap kali memesan selalu saja dapat driver yang lokasinya terlampau jauh padahal dilokasi pemesanan banyak sekali driver yang lebih dekat tapi selalu saja malah dapet driver yang kejauhan;1
1;Gojek;kebiasaan banget ini gojek tiap bru ujan selalu susah cari driver berkali ga dapet mana lamaaaaa bangettt pdhl ujan aja ga besar amat dan ud berenti beginiii bagian dapet driver jauhhh;1
1;Gojek;sudah 45 menit saya mesan gocar semuanya tidak bergerak mobilnya saya kehujanan mau bekerja apa memang drivernya begitu tolong di pantau;0
3;Gojek;2018 sama sekali gapernah menggunakan gojek 2024 full pengguna gojek tapi kecewa jarang ada promo yg good deal;1
1;Grab;2 bulan ini berat banget apk nya bkin ngelag hp yg ram 4gb ini apk ojek online apa yutub sih setiap buka kok malah otomatus mutar video ga jelas bikin berat;0
1;Gojek;aplikasi scam beli gojek plus biar dapet promo potongan udah diperpanjang malah ga ada promo sama sekali;1
1;Gojek;kenapa driver tuh sekarang emosian terus minta tip juga padahal tanpa minta bakal gue kasih tapi kalo minta kek ga iklas aja saya mana tau bayarnya murah goceng doang ngomel nya ke costumer hadehhh mls pake gojek;1
4;Gojek;hp saya menggunakan pembaca layar entah kenapa sampai sekarang belum akses untuk mengangkat menerima telepon dari driver gojek hari ini saya menyesal telah mengecewakan 2 driver motor gojek karena persoalan tersebut;1
1;Grab;ni aplikasi tololl banget dahhh mau cancel di persulit ga jelas bet nungguin sampe hampir 3 jam ga ada driver ga jelas banget cok;0
3;Maxim;tolong dong untuk penyedia aplikasi dibenahi maps yg di aplikasi nya biar user dan driver tidak kebingungan masa maps nya diputerin puterin pdahal bisa pakai jalan yang umum dilewati orangorang;0
1;Gojek;suami saya pakai gojek alamat tujuan masih jauh alasan gojeknya gak pernah nganter ke stasiun leles malah di turunin di pasar leles yang jaraknya masih jauh ke stasiun masa driver gak bisa baca maps masih tanya2 ke penumpang;0
2;Maxim;banyak penyusup hati hati banyak juga yang nipu saya udah 2 kali soal e tetep grabgojek pemenangya ada harga ada kualitas pelayanan juga;1
1;Gojek;aplikasi anjink paylater gua diblokir emang bbbbiiiii padahal sudah gua lunasi gua berdoa semoga bangkrut lo gojek antek antek;1
1;Gojek;gojek bulan februari ini mhal bgt bgt bgt pdhl jrak dekat baget go ride maupun gocar mhal g sesuai jarak ada voucheer jg buat krtu bsi g ada bca;1
5;Gojek;driver sangat ramah dan sangat sopan tapi di profil perempuan tapi actualnya laki tapi yg penting jujur dan target tepat sasaran;1
5;Gojek;sejauh ini masih aman driver juga pada santai ui aplikasi ramah bagi pengguna baru pokoknya best deh cuma minta dikembangkan terus saja sesuai kebutuhan konsumen;1
5;Grab;sangat membantu perjalanan kamipengemudi ramah tau jalan jadi customer merasa nyamanterima kasih hati2 dalam berkendara ya kak semangat;1
5;Gojek;sengaja ngasih bintang lima biar d bacaaplikasi pembohongpromo nya dapat kompensasi 10000 bila driver terlambat jemputini udh tiga hari kompensasinya ga masuk2padahal telatnya aj sampe jam;0
2;Grab;makin kesini grab makin gjls mesen grab segitu banyak nya grab gaada yg ngambil lebih baik ojek pangkalan meskipun mahal satset;1
2;Gojek;saya kecewa tolong kasih sanksi bagi driver yg di hubungi susah menjauhi lokasi saat sudah dekat menghidupkan notif padahal ga mau ambil penumpang dengan alasan makan;0
5;Grab;sebenarnya grab sangat membantucuma setiap mo bayar pke duit lbih selalu bilng ga ada kmbalianaph itu udh trik nya padahal klu driver nya siap kmbalian brapa punaku selalu lebihintpi harus konsisten juga jgn mau lbihan selalu bilng ga ada kmbalian;1
1;Gojek;16 februari 2025 parah apk eror gw ga bisa pake di stasiun cikoya mau keluar stasiun ga bisa parah gojek;0
1;Gojek;kalo lagi hujan harganya gak ngotak masak jarak 3km dikasih harga gocar 46000 kalo niat mau peras jgn lewat aplikasi;0
5;Maxim;bgus ramah trnyta gk semua driver tidak bersih dn rapihh wlaupun rta2 gk mngenk atribut lengkp;1
5;Gojek;alhamdulilah bpk tukang gojek sangat sopan kenyamanan keselamatan juga di jaga dengan baik terima kasih bpk gojek;1
1;Gojek;ada voucher banyak 50 buat menghemat jd belilah gojek plus biar ongkirnya kepotong eh udh digojek plus tbtb vouchernya ilang pdhl masih ada 9 dan masa berlaku masi byk ampas deh emng kalo pake gojek mnding grab;0
3;Grab;kepada grab kenapa kok mapnya beda sama yg di google mao pesen titiknya bingung karna beda sama yg di google map takut nanti drivernya bingung coba di perbaiki mapnya;0
3;Maxim;tolong dong driver maxim buat jaga kebersihan helm pernah dapat driver yang helm penumpang nya bau bikin ga nyaman;1
5;Gojek;membantu perjalanan dan banyak promo nya semoga semakin banyak terus promonya tapi tetap tidak merugikan driver;1
4;Gojek;tambahkan akun kerabat seperti orang tua ke anak atau kakak adik jadi kita bisa atur perjalanan pembayaran dan mengawasi semua aktifitas pergojekan;1
5;Gojek;aplikasi sangat membantu tapi tolonglah itnya perbaiki jarak jemput jangan terlalu jauh kasian pelanggan nunggu lama dan kasian driver juga boros bbm tadak sesuai pendapatan dan sering kena cancel ayu donk diperbaiki jangan cuma mikirin untung doank maksimalkan semuanya agar saling menguntungkan terimakasih;1
1;Gojek;semenjak d update sekarang nggak pernah dpt voucher walaupun penguna baru sangat tidak nyaman pakai gojek;1
1;Maxim;rata2 driver tidak ramah selalu menggunakan kata2 gk sopan terhadap costumer emosi habis saya tolong di optimalkan lagi pelayanan nya ganti driver nya driver mana coba kasar ke costumer nya tolong bgt biasakan sopan sama costumer inget itu;1
4;Gojek;kepada pengelola aplikasi gojek tolong tekankan kepada mitranya terutama driver gocar utk lebih proaktif dalam membantu penumpang yg mempunyai disabilitas geraksakitlansia saat naikturun dari unit;1
1;Gojek;kecewa sama gocar yg di belitung susah banget cari drivernya pada nggak mau ambil yg promo;1
1;Gojek;susah cari driver kalau jam ramai padahal driver numpuk ini gegara ceo nya ga becus jalanin company;1
1;Grab;pusat bantuan gk berguna lama sekali responnya padahal kesalahan dari aplikasi bukan dari driver ataupun penumpang tapi penanganan lama dari tanggal 9 sampai sekarang blm dapat penanganan;0
1;Gojek;penjemputan lambat pengemudi banyak yang tidak berattittude aplikasi banyak bug gps ga akurat dan mahal pula tolong di pikirin banyak orang yang bergantung sama gojek;1
3;Maxim;susah buat ketemu driver sering salah alamat kalo di tempat baru lebih bagus kalo ada fitur kameranya dev;1
5;Grab;alhamdulillah nyampai dengan selamat dan lancarabang grabnya baikramah banget terimakasih buat abang grab semoga banyak pelangganya dan lancar rezekinya aamiin;1
5;Maxim;memuaskan l driver tahu jalan driver ramah perjalanan aman nyaman pokok nya top markotop pertahankan bintang nya;1
5;Gojek;makasi ya gojek sering dapet diskon kalo pesen makan sangat membantu kalo pas lagi laper dan males beli makan;1
2;Grab;buruk saya tidak bisa menemukan rumah saya sudah saya cari cari tetap tidak ada tolong perbaiki mapnya;1
5;Grab;ini ada apa ya sama grab susah bener cari cs live soal mau aktifin grab pay later dari kemarin eror mulu;1
5;Maxim;setelah 3 x baru berhasil mendapatkan mobilyg 2 minta dibatalkanmohon untuk driver yg sering membatalkan diberi peringatan atau denda;0
1;Gojek;tolong donk buat gojek diperjelas jalur nya apakah lewat tol atau tidak kasih kita sebagai customer pilihan mau lewat jalur tol atau non tol biar ga buang2 waktu cari driver yg mau ngambil sesuai jalur dari gojek;1
1;Maxim;gakkkk rekomendasi gak gercep supirnya titik lokasi dimana jemput nya dimana pokoknya ga gercep lah supirnya padahal lagi buru buru;1
3;Gojek;bisa gk kalau kita cancel kasih alasan drivernya gk jalan jangan harganya jadi naikwong drivernya yg gk mau jalan di chat jg gk dibales knp jdi di kita harganya naik jauh;1
4;Gojek;tolong goceng di hapus saja dan penyamaran no2 hp tiadakan saja trus penjemputan usahakan yang dekat2 saja tolong sejahterakan semua driver2nya;1
1;Maxim;tgl 31 januari 2025 sy pesan maxim buat anak sy tp di turunin di jalan padahal sudah sy bayar sesuai aplikasi malah sy tambahin tp driver nya kurang ajar mana pake nomer beda sy sdh komplain ke cs tp tidak di tanggapiparah ini maxim;0
5;Maxim;respon cepat dan pengemudi santun terima kasih maxim memang termurah dan mantap lah untuk teman perjalanan;1
5;Maxim;saya sangat berterimakasih kepada pengemudi drivernya karena sangat ramahbaiksopan dan berhatihati dalam mengemudi kendaraan mobil;1
1;Grab;selektif lagi dalam bermitra banyak sekali driver yang minta dibayar lebih kejadian pesen car dapat harga 14k dimintain 50k duluan boroboro tuh driver gerak gamau jalan dia malah nyuruh customer batalin mohon sekali mental opang kayak gitu ditindak karena udah banyak yg ngeluhin hal ini;0
2;Gojek;apalah para driver jutek banget judes sama cs parahnya lagi sampe ada yg maksa minta tips yg tadinya niat mau ngasih tips tapi dengan sikap drivernya begitu jadi males tolong dong drivernya di tegur terutama di wilayah cirebon;1
1;Gojek;udah mahal nyari driver lama banyak tambahan biaya ga bisa di pakai kalo lg urgent setiap hari begitu;1
1;Grab;lelet bangetmalas pake grab padahal dulu pake aplikasi ini terus sekarang maaf saya beralih ke gojekkkkk;1
1;Grab;kacau sekarang grab mentang2 sudah banyak pemakai jd jelek pelayanan nya disaat dibutuhkan cepat cari driver ehh dikasihnya selalu yang jauh terus pdhl daerah saya ada grab yg ngetem;1
1;Gojek;di banned entah salah apajd mall fungsigbs dipake naik ojek dllbaiknya di uninstall aja kaliapk yg 100 curigaan;1
1;Grab;jika ga bisa jd driver ga usah masa driver minta cancel kita juga yg menanggung kenaikan tarif padahal gw pengguna aplikasi grab;0
4;Maxim;kepada yth maxim mohon mohon banget ongkosnya di naikkan lg kl cuaca sedang hujan apalagi kl sedang hujan deras kasihan banget sm driver nya;1
5;Gojek;tolong banget kalo pas ujan drivernya mau pick saya selalu gabisa pakai gocar kalau wkt hujan karena gada yg mau ambil;1
1;Grab;ga perlu adain grabcar grabike kalau ujungnya supir ngeluh ke customer bukan soal apa nya jadi seolah kaya dipaksa untuk melibihi byr krna ga enak;1
1;Grab;kurang suka dengan grab karna ada satu driver yang sya ga kenal tiba nuduh sya dengan nama opik sedangkan sya ga tau opik siapa mana ada kata begonya pas sya mau bls chatnya ternyata di akhiri;0
4;Gojek;gojek selalu siap jika d butuhkan kemana dan di mana murah dan disconlagi yok up load sekarang juga;1
1;Gojek;mengapa aplikasi gojek meminta utk mengakses kontak di hp utk menyadap hp kita atau gmn ya kayaknya sy mending uninstall deh;1
1;Grab;cara daftarnya susah dulu cuma masukan no tepon sama akun facbook sekarang tambah ribet saya penupang;1
1;Gojek;jujur gua cape banget daerah gua susah banget driver yg deket malah jauh banget dapetnya benerin lagi dong tad gua juga di marahmarah sama driver yg mau jemput katanya customer bala padahal gua ga ada ngapangapain benerenin lagi peraturannya cs dan driver perhatiin juga;1
5;Grab;driver nya sangat baik hati dan disiplin dan juga sangat berwibawa dan patuhi aturan per grabpan;1
4;Gojek;tarif lbh murah di banding yg laindriver ramahsampai tepat waktupemilihan rute tepatsmoga tarifnya tetap murah yaa;1
1;Maxim;susah buat nyari alamat pas nya ga kaya gojek ga ribet ini mah ribet banget buat nyari pas titik nya jdi males make nya;1
4;Maxim;agak kurang enak suka lama banget dapet draivernya bisa sampe 20 menit nunggu cari draivernya dulu mah cepet 1 menit 2 menit langsung dapet;0
1;Gojek;tolong lah kasih tau sama drivernya untuk selallu bawa uang kembalian jangan beralasan tidak ada kembalian terus;1
5;Grab;alhamdulillah berkat ada nya grab ini sepupuh saya langganan saya engrab nya selalu pelayanan ramah baik terus updatkan cara pengguna aplikasi ini supaya mudah di meggunakan mudah di mengerti terima kasih;1
5;Grab;keren sih ini dg adanya program grab hemat bisa dapat driver fg motor yg terbaru dan besar mantap deh grab;1
2;Grab;mohon perbaiki min layanan nya saudara pilih grab car plus blue bird mulu orang mau mobil biasa kerja sama boleh tapi sesuai jenis pilihan layanan customer yg inginkan;0
1;Grab;hai saya pengguna grab car baru tau setelah berbincang dengan driver kalau tarif yg saya bayarkan ternyata potongan nya besar dan yg driver terima kecil sekali miris sekali do begitu saya tau cari win win nya biar aplikasi dan mitra nya tetap berjalan;1
5;Maxim;sempurna buat pak sopir nyamau nganterin sampe depan rumah walaupun di pelosok desaberkah selalu pak sopir semoga di lancarkan terus usaha dan rejekinya;1
1;Gojek;gojek kenapa deh naikin harga ga kira2 yg biasanya jaraknya deket cuma 15rebuan jadi 4050rb ini mah org bakalan males kali naik gojek ga bakalan mau make lagi bye gojek;0
1;Gojek;kecewa dengan opsi 3 ongkir hemat sudah saya lakukan 3 kali gak dapat driver padahal deket sumpah hari sangat sangat kecewa dapet driver jauh banget nunggu 30 menit telat ke kerjaan;0
1;Gojek;semakin hari semakin jenuh sama layanan yang di beri sama pihak gojek kemungkinan bakal uninstall apk nya;1
5;Grab;trimkasih banyak selama ini bertahun tahun aplikasi grab beserta para bapak drivernya sudah membantu saya sebagai sarana dalam beraktivitas begitu juga untuk makan dan minum sayasukses selalu mmuaahhtks tuhan yesus memberkati kita semuaamen;1
4;Gojek;sumpah aplikasinya membantu biginda tapii plis benerin error nya udah 2x tiba tiba kecantol driver lain padahal barusan udah nyampe ke titik tujuan jadi pertama dapet driver dianterinnyampe malah kecantol driver lain mohon agak diperbaiki yaa bikin spot jantung ae aku kasih bintang 4;0
1;Gojek;dapet driver susah banget pasti di cancel klo driver gak sesuai sama harga aplikasi mending samain deh argo nya kalo kyk gini saya nunggu lama banget dan di cancel terus;1
5;Maxim;driver sangat ramah pilihan jalur nya bagus semoga selalu sehat dan dilancarluaskan rizki nya yg halal barokah;1
5;Grab;berguna banget sih ini aplikasi kalau kita pulang kerja malam kita bisa nih mesan transportasi di sini terimakasih grab;1
1;Gojek;apk yg sangat tidak peduli keselamatan banyak driver ga pake seragam dan suka di jalan contoh lawan arus dan trobos perboden;1
5;Gojek;gak kwatir lgi takut gak bisa pulang di saat gak punya kendaraan pribadi semenjak ada gojek is the best lah pokoknya;1
5;Maxim;mohon penjelasan nya an nusron driver b 1961 rop kenapa tarif nya rp 97500 jadi rp 107000 berangkat sedangkan balik pulang tarifnya sesuai rp 99500 driver z 1517 em an wahyu hidayat ok;0
1;Gojek;adain fitur chat buat penjemputan yah kasian driver nya harus nelpon klo mau jemput habis pulsa nya ongkos ga seberapa;1
1;Grab;grabcar drivernya engga pakai otak jalanin mobilnya minus akhlakminus attitude juga pelayanan jelektidak ramah terhadap penumpang;1
2;Gojek;versi terbaru gojek malah bikin chat dari driver enggak muncul notif di hape pelanggan pas dicek ke menu chat baru ketahuan kalau ada chat;0
1;Gojek;lama bgt dpt driver mau itu reguler ekonomis tetap sama ini buka cuma sekali tapi sering;1
1;Gojek;aplikasi ribetnyari driver dari tadi gk dapetdrivernya pada gk niat kerjabuat ceo gojek tolong evaluasi lagi lah drivernya;1
4;Gojek;tolong diperbaiki sistemnya sudah beberapa kali pas pesen goride 1 tapi malah dapet 2 driver kasian driver satunya jadi harus dibatalin;0
3;Gojek;sekarang gojek ko kutang memuaskan ya padahal driver banyak tapi susah buat psenkecewatolong tingkatin lagi biar gak berpindah ke apk lain kan kasian drivernya juga nungguin ordran tapi sistemnya ganguan gini;1
1;Gojek;sistem aplikasinya seperti makin lama makin gak bagus pencarian drivernya kenapa harus yang jauhjauh dan gak efisien;1
5;Grab;harusnya ada tindakan dri pihak grab ke lapangan supaya di setiap titik para ojol untuk jemput penumpang tidak ada gesekan sama ojek pangkalan setempat ini yg harus segera di tidaklanjuti supaya penumpang enak dan ojol pun lebih tepat waktu tepat di titik penjemputantitik tujuan penumpang;1
1;Grab;adillah dlm memberi sanksi jgn terima laporan fitnah dr cs lgsg akun driver disuspend tanpa pemberitahuan keslahan apa yg di perbuat;1
1;Gojek;makin kesini makin gak jelas si gojek punya limit paylater gabisa dipake padahal gapunya tagihan paylater yg belum dibayar;1
5;Maxim;terimakasih banyak untuk owner maxim dan seluruh teamnya semoga selalu sehatkuatslmtamanlancarbrhsil semakin sukses barokah dunia akhiratnya seluruhnya;1
2;Gojek;matikan fitur one tap suka ke double booking kasian drivernya saya sudah cari tutor matikan fitur tersebut tapi gaada sama sekali tutorial nya;1
1;Gojek;pesen gojek motor utk saudara drivernya muter kejauahan ngak tau dicancel driver nya atau gimana trs kita pesen pakai aplikasi ojol lain tiba2 saya dpt notif bahwa dpt driver baru dr gojek padahal yg td udah tercancel kesannya saya pesan lg;0
1;Grab;saya peke grab bike hemat tapi bayarnya 17000drivernya terima 10400 gila grab ga ngotak kasian drivernya saya kira driver nerima 15000;1
1;Maxim;perusahaan penyengsara driver tolonh driver pindah aja semua le tempat lain dan untuk pelanggan harap segera uinstal app ini jangan pakai lagi;1
1;Grab;tolong lebih peduli sama drivernya apa lagi kalau drivernya bener punya masalah jangan anggap driver lu robot driver dapat masalah malah lu tambah bikin susah driver lu kocak;1
1;Gojek;pesen ambil yg 1 jam selesai tapi 2 jam baru selesai dapet driver lama bnaget padahal ga lagi hujan atau gmana;0
1;Gojek;ketatin lg aturan nya bikin jengkel az gojek nya disini saya bayar massa saya pakai gosop di suruh kensel trus;1
1;Gojek;tolong dong kl terima calon driver di seleksi dl manusia nya jangan yg bodoh tolol nyolot;1
1;Grab;iklan nya ganggu banget susah di close udah jarang gw pake mahal beda sama gojek dan maxim drivernya kasus mulu kaka gw hampir dilecehin sama driver grab;1
3;Grab;maaf saya pernah kena damprat driver grab karena saya minta tunggu 5menit bener2 didamprat sampek telpon marah2 karena memang lokasi agak masuk2 dan saya masih komunikasikan sama temen saya yang perlu jemputan;0
1;Gojek;selalu dapat driver yang posisinya jauh padahal didekat rumah banyak driver parah sudah tidak seperti dulu mending pindah ke apk lain aja;1
1;Gojek;ada pilihan untuk rubah rute sehingga driver biasanya meminta untuk ubah rute agar harga lebih mahal jika harga tetap meskipun sudah ubah rute driver biasanya kesalmarah tolong untuk dihapus aja pilihan ubah rutenya;1
5;Grab;alhamdulillah selalu dpt driver yg ramah cekatan dan selaau mengendarai kendaraan dg sgt hati2sehat sellau babang ojek gusti mberkahi;1
3;Grab;aplikasi yang sangar menolong kegiatan setiap hari tarif awalnya oke tapi sekarang semakin mahal dengan alasan untuk inilah untuk itulah untuk perbaikan untuk pelatihan sejujurnya masih terbaik kedua;1
4;Gojek;banyak terbantu dalam berbagai kondisi sedikit koreksi terkadang titik tidak sesuai dengan alamat yg ada dan ada driver yg menolak mengambil hanya karena jarak ataupun kemacetan semoga bisa semakin lebih baik demi kenyamanan konsumen trimakasih;1
2;Grab;tolong ya itu maping nya di benerin lagi udah jelas2 saya bener pas titik alamat saya kok driver2 malah ke titik yang lainjadi saya terus yang di marahin sama driver padahal titik rumah saya udah bener;0
1;Maxim;kendaraan motor banyak yang tidak patuh aturan lalu lintas driver berbeda dengan nama pemilik dan banyak yang tidak ramah;1
1;Maxim;pelayanan terhadap konsumen jelek driver jarang mau datang dgn berbagai alasan yg tak masuk akal driver yg di pilih terlalu jauh dari titik penjemputan;1
5;Maxim;driver sangat ramah cpt respon dn sangat tenang bawa kendaraan ny makanya saya ksh bintang 5;1
5;Gojek;sangat membantu perjalanan saya ya walaupun kadang ada aja driver di luar nurul tapi its okay lah;1
4;Maxim;aneh sama ojol maxim jd double pembayaran tdny pake kasprolalu akhirny berpindah jadi tunai saya cek kaspro saya berkurang;0
1;Grab;grab sekarang mahal sekali lebih murah aplikasi sebelah nyesel udah pernah jadi driver grab kalian itu untung sudah berkali kali lipat apakah harus saya sampaikan ke bapak presiden agar ongkos grab jadi sangat hemat;1
4;Gojek;sangat membantucepat penanganannya dan perbaikan saat ada ulasan jelekdraiver ramah dan baik meskipun agak lama mencari driverjarang ada promo untuk goride tapi tetap gojek pilihanku sukses trus untuk gojek;1
2;Gojek;setiap hujan selalu susah dapat driver gocar selalu di cancel krn gocar memilih pindah aps yg lain;1
1;Gojek;woi gojek emang kalo kita mesen trus gak jadi bayar ya gw mesen gojek karena lama makanya gw cancel eh pas dateng orangnya marah marah minta duit gw kan harusnya cuma 17 ini dua minta uang ganti bensin sampe 50k ah elah;0
5;Grab;terima kasih untuk pelayanan driver grabsemoga kwalitas pelayananya semakin baik dan semakin berkwalitasmampu memberikan kepercayaan dan kenyamanan customerterima kasih;1
1;Maxim;dtng ke sekolah memberi voucher 200rb eh pas dipake ga bisa dan cara pemakaian tidak diberi tau nipu ga si;0
1;Gojek;oi minimal klo udh boking gocar atau grab klo di waktu hujan itu cepat dapat lah apalgi di pagi jam 3 lama bgt dapat nya mana dpt nya jauh pda gamau kesel bgt gw;1
1;Gojek;sudah pakai lama gojek ini ga dapat fitur di gojek buat apa saya apk nya klo ga ada kegunaan nya uninstall;1
5;Gojek;sumpa ya gojek pas awal banyak bgt diskon nya tapi lama kelamaan gaada diskon lagi eheheheh but issoke makasih ya gojekk;1
3;Gojek;sengaja saya beri bintang 3 di karenakan saya baru pertama kali mencoba menggunakan kan aplikasi gojek;1
5;Grab;sangat membantu saya untuk perjalanan di luar kota biaya nya relatif murah dan banyak promo nya terimakasih grab;1
1;Gojek;selamat petang ijin bertanya saya gatot supriyanto untuk akun gojek saya kok belum aktif juga ya sdh 4 bulanan belum dipanggil2 kenapa ya;0
1;Grab;aplikasi gajelas akun gua 3 dibekukan semualaporan tetep di non aktifkan mending gojek ama shope udah grab mah yg enak cuma grebe grebe;1
3;Gojek;licik banget notifnya ga bisa matiin notif promo cuma pengin terima notif perjalanan pilihannya cuma nyalain atau matiin semua notif di settingnya 2 bintang lagi untuk setelah ada kategorisasi notif yang jelas;1
1;Gojek;pungli berkedok aplikasi ya ini ongkos yg diterima driver sangat murah yaitu 5 ribu padahal customet bayar tarif normal 12 ribu jarak dekat untuk ongkosnya;0
5;Gojek;aplikasi nya bagus sangat membantu untuk perjalanan saran agar ditambahkan opsi untuk tampilan peta jenis satelit terimakasih;1
1;Gojek;aplikasi anak bangsa kok menyusahkan drivernya bikin sejahtera driver custumer juga senang kasian potongan driver telalu besar semoga pimpinan segera dapat hidayahhh;1
1;Gojek;sebenarnya cukup membantutapi banyak di rugikankita sebagai customer kadang mengeluh juga dengan cara kerja aplikasi sudah bayar full tapi pelayanan kualitas kurang baiksaya tnya ke driver katanya dari aplikatornyagmna inipantas cs sama driver slalu marah kaya di adu domba tolong perbaikiqt cs full byar;1
5;Grab;mntap krn anda anda perjln jd lncar dan tepat wktu trimz buat rekan2 grab ati2 d jln dan jgn lupa jaga kondisi;1
2;Gojek;booking kembali cara hapusnya gimana sering kepencet krn memang cepat bgt dapetnya klo ga sadar pesen berulang trus;1
1;Gojek;saya selaku driver kecewa kepada sistem gojekberpihak sebelah kepada customersaya lagi ngejar bonus weekendtp penumpang yg cancel tapi performa saya turun pdhl penumpang yg cancelotomatis gagal bonusnya tidak kekejar jadi sia semangat ngejar bonus malah gagall;0
1;Maxim;driver nya ga sabaran bawa kendaraan ga peduli ada kubangan air kayanya tetep di terobos aja yang buat pengguna motor kecipratan air kotor jadinya santai pak;1
1;Gojek;driver gojek sekarang pada sombong mentang mentang cuma 10 ribu ga ada yang mau ambil gerak padahal sudah di terima oleh driver;1
2;Maxim;sudah instal dan uninstall yang kesekian x nyapesan maxim car selalu ditolak ma drivernyapadahal di map terlihat banyak driver terdekat harga juga tiba berubah dari tarif awal tolong diperbaiki lg;1
1;Gojek;jangan pada pake gojek lg si gojek ngasih ongkir ke driver cuma 5 rb aplikasi maruk;1
1;Gojek;tiap hujan selalu susah untuk dapat driverdan ini bukan perkara sambungan internet tolong dibenahi lagi untuk pihak gojek perkara seperti ini;1
1;Grab;pesen dari jam 1900 udah jam 2200 ga dpt dpt driver gabisa dibatalin lagi bikin gabisa tidur klo tidur tkutnya dpt driver benerin lah gajelas;0
2;Gojek;serius deh jelek banget sering gak bisa nemuin titik lokasi yg dicari padahal nyoba di app sebelah bisa;1
5;Gojek;bagus hanya saja kadang dapat driver yang ugalugalanaku sampai jatuh tp gak ada tanggung jawabnyadan dpt juga yg agak kurang baikduduk nya mepet2 saya sampai mau jatuh untung aja jaraknya dekat kepala ku sampai sekarang masih sakitsaya cs dari wilayah sidoarjo;1
5;Gojek;pengen kasih bintang 1 kalau ada driver yang masih menuju lokasi jemput tapi di aplikasi sudah bersama penumpang ga di briefing dulu gitu para driver nya;1
5;Maxim;oke pengemudi abed nego banga dengan motorcycle warna merah nopol dn4712er selamat menikmati perjalanan anda rating 490;0
1;Gojek;drivernya sekarang belagu banget di hubungin suka ga dibales 10 menit kemudian baru dibales udh jalannya lama banget;1
5;Gojek;prioritas kan driver bintang 5 donk kayak di aplikasi sebelahlayanan bisa maksimal dan nyaman dijalansaya pengguna gojek lamaterima kasih min;1
1;Maxim;apknya astaghfirullah sekali masa mau daftar malah ga dikasih kode terus juga nyoba cara lain malah sulit;1
1;Gojek;sya trauma pake gojek sya pesen gojek trs saya cancel krn hbis lomba ternyata blm boleh pulang krn eval langsung sy cancel cepet cepet ternyats ojolnya pas pulang nunggu saya di depan buat ngata ngatain saya;1
1;Grab;aplikasi termahal dikotaku cikampekkalo mau bersaing dgn aplikasi lain dan gk ditinggal customeradakan layanan hemat lagi dong kayak 2bulan kebelakang sekarang tarifnya 15rb tapi saya tanya driver katanya cuma dapet 8rb;1
1;Grab;bye grab aplikasi paling berat di gunain buat pengguna hp 4gb ram pake sgala video iklan lah sgala macem lah di masukin bukan nya makin ringan malah makin berat aja tu aplikasi gimana ga pada kabur ke gojek shoppe bye bye;1
1;Grab;sudah dapat driver grabcar yang dekat tiba2 dibatalkan oleh sistem grab kenapa grab tidak rela kalau pelanggan pakai promo tapi dapat driver yang jaraknya dekat;1
3;Gojek;makin kesini makin jelek driver suka telat yang harus nya dateng jam 605 tp belum jalan anak sekolah dibikin telattt muluu belagu bgt ujan dikit sepi bgt gada yg ambil kalo kaya gitu mah skrg pindah ke grab atau maxxim;1
1;Gojek;kenapa driver sama customer gps nya ga sama kapan sih sinkron nya tuh gps;1
1;Gojek;udah lama pake apk ini sering juga beli lewat sini tapi gojek masih pelit banget buat ngasih promovoucher;1
5;Maxim;bagusssss banyakkk driverrr ramahh yang sayaaa temuii disinii semogaa kedepannyaa selaluu banyak driver yang ramah dan tidak menyalahi peraturan dari maxim karena saya sudah berlangganan menggunakan maxim dari lama;1
2;Gojek;saya sangat kecewa terhadap aplikasi gojek karena aplikasi nya seperti mengalami error saya memesan gocar memang sedang macet dan di aplikasi awalnya tertulis nya 3 menit lagi dan tiba tiba berubah menjadi 10 menit dan ternyata ketika saya cek gocar nya sudah sampe di tujuan;0
